-43-DB  :Shenzhen ViewAt Technology Co.,Ltd. 
-F5-22  :CHOFU SEISAKUSHO CO.,LTD
-E5-6B  :ESEN Optoelectronics Technology Co.,Ltd.
-47-03  :Intercon Systems Co., Ltd.
-33-27  :Spazio Italia srl
-5B-C9  :M-Cube Spa
-05-DF  :Montage Technology Group Limited
-E8-B6  :zte corporation
-1B-94  :Host Mobility AB
-2A-80  :Micro-Biz intelligence solutions Co.,Ltd
-59-F8  :MindMade Sp. z o.o.
-02-6A  :Applied Vision Corporation
-BD-06  :AE REFUsol
-BA-56  :Shenzhen Coship Electronics Co., Ltd.
-94-AF  :Samhwa Telecom
-0E-DB  :Optowiz Co., Ltd
-A2-FF  :abatec group AG
-95-C7  :Pantech Co., Ltd.
-2C-45  :littleBits Electronics, Inc.
-27-C7  :TECHNART Co.,Ltd
-80-00  :Westcontrol AS
-4A-7F  :Innometriks Inc
-63-9A  :TPL SYSTEMES
-9B-13  :Shanghai Magic Mobile Telecommunication Co.Ltd.
-15-EA  :TESCOM CO., LTD.
-CC-E9  :PROSYST
-A3-BF  :Terewave. Inc.
-CE-18  :Zhejiang shenghui lighting co.,Ltd
-3C-C4  :Lenovo Mobile Communication Technology Ltd.
-6D-97  :SAMJIN Co., Ltd.
-E4-2E  :SK hynix
-EF-3B  :MCS Logic Inc.
-6C-8B  :KAESER KOMPRESSOREN AG
-8C-03  :ThinPAD Technology (Shenzhen)CO.,LTD
-E6-29  :Bluwan SA
-CD-6D  :CommSky Technologies
-7F-51  :Inventek Systems
-D4-E0  :Beijing BenyWave Technology Co., Ltd.
-89-DC  :Opticon Sensors Europe B.V.
-1D-64  :Sunwave Communications Co., Ltd
-CD-90  :Vispiron Rotec GmbH
-38-F2  :Advantage Controls
-C9-A1  :Ruckus Wireless
-F3-86  :Shenzhen Xiaoniao Technology Co.,Ltd
-CE-06  :SkyHawke Technologies, LLC.
-80-8C  :Laser Light Engines
-19-EC  :Qualisys AB
-10-94  :Shenzhen Vsun communication technology Co.,ltd
-27-19  :APS systems/electronic AG
-AC-4E  :BODi rS, LLC
-38-50  :Nanjing CAS-ZDC IOT SYSTEM CO.,LTD
-DA-74  :Hangzhou Sunyard Technology Co., Ltd.
-A8-43  :KYOCERA Display Corporation
-57-79  :Aclima, Inc.
-BD-9E  :Physio-Control, Inc
-1C-BD  :Affinegy
-2B-C8  :Jiangsu Switter Co., Ltd
-C3-97  :2Wire Inc
-65-EC  :Wistron (ChongQing)
-A3-EB  :Lokel s.r.o.
-DF-69  :Car Connectivity Consortium
-DB-81  :Shanghai Guao Electronic Technology Co., Ltd
-B7-93  :Creatcomm Technology Inc.
-B1-00  :ShenZhen Cando Electronics Co.,Ltd
-56-0C  :In Home Displays Ltd
-36-E0  :Sichuan Bihong Broadcast &amp; Television New Technologies Co.,Ltd
-D5-0D  :Southwest Microwave, Inc
-CD-93  :Penetek, Inc
-FE-E3  :D-Link International
-51-6D  :Denwa Technology Corp.
-78-CE  :Hanvit SI, Inc.
-DA-52  :APATOR S.A.
-7A-86  :U&U ENGINEERING INC.
-0D-2E  :HTC Corporation
-2F-75  :Innokas Group
-BF-7F  :UPVEL
-61-D6  :Indu-Sol GmbH
-EC-62  :YODO Technology Corp. Ltd.
-7F-0C  :Leopold Kostal GmbH &Co. KG
-22-C4  :DAE EUN ELETRONICS CO., LTD
-48-2C  :Raycore Taiwan Co., LTD.
-B3-81  :WindowMaster A/S
-F1-02  :Beijing HCHCOM Technology Co., Ltd
-0E-A8  :Velex s.r.l.
-86-A0  :Private
-FE-1E  :China Palms Telecom.Ltd
-1E-26  :KERNEL-I Co.,LTD
-9D-90  :Heinzmann GmbH & CO. KG
-01-6D  :TP-LINK TECHNOLOGIES CO.,LTD.
-11-86  :Logic3 plc
-CD-32  :NanJing Chaoran Science & Technology Co.,Ltd.
-3E-EC  :ERECA
-61-9C  :FONsystem co. ltd.
-BA-E1  :AREC Inc.
-FA-6F  :ISC applied systems corp
-97-26  :Technicolor
-09-05  :MTMCommunications
-26-28  :Airo Wireless
-5F-00  :Samsung Semiconductor Inc.
-1F-D5  :Advantage Electronics
-FF-79  :Metro Ethernet Forum
-81-77  :GreenBytes, Inc.
-F2-30  :Ubizcore Co.,LTD
-C9-5B  :Beijing Symtech CO.,LTD
-15-44  :Meraki, Inc.
-A9-89  :MACANDC
-5E-6F  :V. Stonkaus firma Kodinis Raktas
-D1-46  :Smartek d.o.o.
-C2-B7  :Masimo Corporation
-2E-DB  :RTW GmbH & Co. KG
-A4-4C  :ASUSTek COMPUTER INC.
-5F-A7  :Shenzhen Yichen Technology Development Co.,LTD
-3F-9F  :China SSJ (Suzhou) Network Technology Inc.
-23-29  :SHOWA DENKI CO.,LTD.
-99-A0  :AG Elektronik AB
-01-80  :IMAGO Technologies GmbH
-4C-EF  :Fujian Sanao Technology Co.,Ltd
-1D-D4  :Microstep-MIS spol. s r.o.
-18-77  :FUJITSU LIMITED
-94-48  :BLU CASTLE S.A.
-51-6C  :Grandex International Corporation
-D4-71  :MVTECH co., Ltd
-AD-E4  :Shanghai Chint Power Systems Co., Ltd.
-53-E0  :Hanyang Digitech Co.Ltd
-E0-32  :IEEE 1904.1 Working Group
-DB-DA  :Shenzhen Geniatech Inc, Ltd
-2C-08  :Masterwork Automodules
-B1-85  :ATH system
-4F-94  :Loxone Electronics GmbH
-07-8C  :FLOW DATA INC
-87-DD  :DarbeeVision Inc.
-7B-1E  :Corsair Components
-E2-5A  :Amicus SK, s.r.o.
-7B-62  :FASTWEL INTERNATIONAL CO., LTD. Taiwan Branch
-98-42  :zte corporation
-9C-1D  :Starkey Labs Inc.
-CC-24  :Synaptics, Inc
-17-02  :Fibar Group sp. z o.o.
-98-FD  :Q9 Networks Inc.
-57-D5  :FiveCo
-22-58  :cozybit, Inc.
-EA-59  :Cisco SPVTG
-FA-40  :Guangzhou Robustel Technologies Co., Limited
-17-25  :Cameo Communications, Inc.
-2E-24  :Out of the Fog Research LLC
-52-D6  :FLAT DISPLAY TECHNOLOGY CORPORATION
-27-0B  :Mobileeco Co., Ltd
-E9-7F  :IoT Tech Limited
-15-18  :Ubiquitous Communication Co. ltd.
-12-48  :ITG, Inc.
-6F-EF  :Ad-Sol Nissin Corp
-36-F0  :Comprehensive Power
-0C-AC  :CANON INC.
-DB-1E  :Albedo Telecom SL
-94-3D  :AgJunction
-0C-0B  :SysMik GmbH Dresden
-FB-26  :Cisco SPVTG
-C8-AB  :Acro Associates, Inc.
-DA-26  :NOBLEX SA
-C3-16  :MileSight Technology Co., Ltd.
-E7-BE  :SCSpro Co.,Ltd
-5F-49  :Cisco SPVTG
-95-FA  :Qingdao Santong Digital Technology Co.Ltd
-F2-EF  :VisionVera International Co., Ltd.
-12-66  :Futaba-Kikaku
-9D-E0  :Newland Design + Assoc. Inc.
-D8-14  :Cisco Systems, Inc
-E4-CE  :Villiger Security Solutions AG
-F3-3A  :+plugg srl
-CF-4B  :Lufkin Industries
-39-3A  :SMC Networks Inc
-01-7C  :Ruckus Wireless
-5C-70  :Wi-Fi Alliance
-EB-ED  :World Elite Technology Co.,LTD
-BC-4C  :EWM Hightec Welding GmbH
-1E-26  :Simon-Kaloi Engineering
-45-67  :SAMBON PRECISON and ELECTRONICS
-73-8E  :DONG OH PRECISION CO., LTD. 
-71-8D  :Elsys Equipamentos Eletronicos Ltda
-83-B5  :Advance Vision Electronics Co. Ltd.
-82-87  :ATCOM Technology Co.Ltd.
-A1-92  :GERP Solution
-8C-15  :Gerhard D. Wempe KG
-E0-81  :zte corporation
-52-61  :SOREEL
-FB-F0  :KangSheng LTD.
-57-BD  :Kessler Crane Inc.
-0F-77  :SilverPlus, Inc
-51-B7  :PowerCloud Systems, Inc.
-4E-2D  :Adaptive Wireless Solutions, LLC
-C1-2C  :AES Corporation
-CD-FB  :EDIC Systems Inc.
-E2-A8  :DeviceDesign
-9D-B4  :Axion Technologies Inc.
-18-2B  :Conti Temic Microelectronic GmbH
-44-49  :PLATH GmbH
-FD-2E  :Shanghai Uniscope Technologies Co.,Ltd
-A3-41  :Wonderlan (Beijing) Technology Co., Ltd.
-AE-4C  :Plugable Technologies
-D5-B9  :Rainforest Automation, Inc.
-A0-E2  :Eden Innovations
-AB-FA  :Shenzhen Reecam Tech.Ltd.
-87-4C  :LITE-ON CLEAN ENERGY TECHNOLOGY CORP.
-5B-F0  :Imaging Diagnostics
-DC-93  :Cheetah Hi-Tech, Inc.
-46-C4  :DAEHAP HYPER-TECH
-D9-C1  :Visteon Corporation
-AB-8A  :RF IDeas
-E2-4C  :SAE IT-systems GmbH & Co. KG
-61-5A  :Siano Mobile Silicon Ltd.
-21-5B  :Shenzhen Ostar Display Electronic Co.,Ltd
-02-8E  :zte corporation
-B0-58  :BÃ¼rkert Werke GmbH
-1C-67  :DIGIBRAS INDUSTRIA DO BRASILS/A
-E1-A7  :Vertu Corporation Limited
-D7-BC  :DEP Company
-94-66  :CountMax,  ltd
-AB-33  :KST technology
-E0-F6  :NIC.br- Nucleo de Informacao e Coordenacao do Ponto BR
-E6-66  :ARIMA Communications Corp.
-E4-FB  :Actiontec Electronics, Inc
-87-E2  :Shenzhen Coship Electronics Co., Ltd.
-DF-FA  :Litemax Electronics Inc.
-F8-B3  :Cisco-Linksys, LLC
-1C-A2  :Rosewill Inc.
-09-2B  :Bekey A/S
-08-F5  :Arcadia Networks Co. Ltd. 
-DF-0C  :NET2GRID BV
-B8-7A  :Private
-25-E9  :Color-Chip
-48-48  :Amscreen Group Ltd
-13-19  :WKK TECHNOLOGY LTD.
-8F-2C  :Hills Sound Vision & Lighting
-9F-81  :Shenzhen CATIC Bit Communications Technology Co.,Ltd
-33-9D  :Cisco Systems, Inc
-22-16  :Shandong Taixin Electronic co.,Ltd
-3D-7E  :Micro-Star Int'l Co, Ltd
-51-7E  :LONG BEN (DONGGUAN) ELECTRONIC TECHNOLOGY CO.,LTD.
-57-EB  :Mueller Systems
-28-2F  :zte corporation
-53-27  :COMMSEN CO., LIMITED
-71-85  :Securifi Ltd
-10-36  :Panodic(ShenZhen) Electronics Limted
-F8-7A  :i3 International Inc.
-2D-F5  :Amphitech
-8A-DE  :Ruckus Wireless
-F7-2F  :Phillips Machine & Welding Co., Inc. 
-55-70  :Borea
-50-15  :Cisco Systems, Inc
-D2-B5  :Binatone Telecommunication Pvt. Ltd
-46-F1  :Uros Oy
-D4-0C  :Kriwan Industrie-Elektronik GmbH
-7B-7A  :ETH Inc.
-7C-45  :Vitek Industrial Video Products, Inc.
-AE-9C  :Shanghai TYD Elecronic Technology Co. Ltd
-4C-11  :Cisco Systems, Inc
-25-44  :Omnima Limited
-DF-57  :Alpinion Medical Systems
-48-EB  :BEIJING HAIHEJINSHENG NETWORK TECHNOLOGY CO. LTD.
-AC-8D  :Data Management, Inc.
-46-6B  :Shenzhen CZTIC Electronic Technology Co., Ltd  
-34-77  :Innovation Wireless
-23-AA  :Farmage Co., Ltd.
-EF-84  :Seine Image Int'l Co., Ltd
-7A-42  :iConnectivity
-69-F9  :Fusion Transactive Ltd.
-C8-3F  :Jiangsu Cynray IOT Co., Ltd.
-14-A6  :Yichun MyEnergy Domain, Inc
-D6-86  :Chyi Lee industry Co., ltd.
-44-3A  :Schneider Electric Asia Pacific Ltd
-C9-14  :Taimag Corporation
-78-97  :Arrowhead Alarm Products Ltd
-0A-61  :Labor S.r.L.
-82-C5  :Relay2, Inc.
-D1-AA  :Vishal Telecommunications Pvt Ltd
-C1-04  :Applied Technical Systems
-9B-A5  :Shenzhen Y&D Electronics Co.,LTD.
-42-F0  :ADL Embedded Solutions, Inc.
-BD-18  :Cisco Systems, Inc
-43-5D  :NuLEDs, Inc.
-2B-D6  :Shina System Co., Ltd
-C7-AA  :Radinet Communications Inc.
-01-4F  :Linea Research Ltd
-D1-8B  :Hangzhou I'converge Technology Co.,Ltd
-A4-B5  :Zen Eye Co.,Ltd
-91-53  :Weinmann GerÃ¤te fÃ¼r Medizin GmbH + Co. KG
-9D-85  :EnerAccess inc
-EE-79  :Global Digitech Co LTD
-E1-0E  :NCTech Ltd
-F6-06  :Syes srl
-C3-DE  :Triton Electronic Systems Ltd.
-3F-A4  :TAIYO YUDEN CO.,LTD
-13-0B  :Uniqoteq Ltd.
-CF-8D  :OHSUNG ELECTRONICS CO., LTD.
-86-98  :Netronics Technologies Inc.
-00-F7  :XOS
-93-93  :Xapt GmbH
-DE-FB  :Cisco Systems, Inc
-AC-3F  :BrightSign LLC
-AC-B2  :Bosch Software Innovations GmbH
-43-FF  :KETRON S.R.L.
-57-98  :TRUMPF Laser GmbH + Co. KG
-E0-8E  :Mitsubishi Electric Corporation
-FA-1D  :PAD Peripheral Advanced Design Inc.
-9E-80  :KYOKKO ELECTRIC Co., Ltd.
-26-D9  :HTC Corporation
-3A-55  :Omega Elektronik AS
-B8-8C  :Crenus Co.,Ltd.
-BC-57  :SVA TECHNOLOGIES CO.LTD
-FE-03  :Ericsson - North America
-EE-BB  :VIPAR GmbH
-D0-ED  :AXIM Communications
-90-05  :CHINA GREATWALL COMPUTER SHENZHEN CO.,LTD
-55-ED  :Trex Network LLC
-A0-2A  :Cisco Systems, Inc
-63-E0  :Nome Oy
-A4-E1  :Nabto
-0A-3A  :PSG Plastic Service GmbH
-5B-26  :MikroBits
-C2-13  :Fr. Sauter AG
-1D-91  :Advanced Mobile Telecom co.,ltd.
-B0-08  :Ubiquitous Computing Technology Corporation
-37-6D  :Murata Manufacturing Co., Ltd.
-EF-25  :Lintes Technology Co., Ltd.
-EE-D9  :VAHLE DETO GmbH
-5E-BE  :Yahoo! JAPAN
-C5-0A  :SHENZHEN DAJIAHAO TECHNOLOGY CO.,LTD
-1A-A7  :UniPrint
-8E-1A  :URadio Systems Co., Ltd
-5D-A6  :Detlef Fink Elektronik & Softwareentwicklung
-75-23  :BEIJING GEHUA CATV NETWORK CO.,LTD
-2C-55  :Bear Flag Design, Inc.
-F4-BC  :Xena Networks
-8C-2B  :Hanson Technology
-11-20  :FloDesign Wind Turbine Corporation
-95-A2  :SHENZHEN WEIJIU INDUSTRY AND TRADE DEVELOPMENT CO., LTD
-9E-91  :Sankosha Corporation
-87-71  :Infoblox
-F0-21  :Compex Systems Pte Ltd
-23-FE  :TTTech Computertechnik AG
-AA-D7  :BLUE WAVE NETWORKING CO LTD
-10-7A  :Gemtek Technology Co., Ltd.
-22-67  :PixeLINK
-92-B4  :Diehl BGT Defence GmbH & Co. KG
-60-07  :RIM
-A8-51  :Moog, Ing
-18-5E  :Apex Tool Group GmbH & Co OHG
-9E-F3  :Cisco Systems, Inc
-D0-9B  :MobilMAX Technology Inc.
-75-72  :Obelux Oy
-1F-DD  :Accupix Inc.
-64-41  :Greenlee
-94-6C  :TOKYO RADAR CORPORATION
-FA-3B  :CLOOS ELECTRONIC GMBH
-CD-1C  :Espotel Oy
-24-BD  :Cisco Systems, Inc
-78-E5  :KUHN SA
-93-00  :8Devices
-39-10  :Newtek Electronics co., Ltd.
-08-FA  :Fiber Optic & telecommunication INC.
-94-B2  :Philips Healthcare PCCI
-05-05  :RADMAX COMMUNICATION PRIVATE LIMITED
-48-C0  :COFLEC
-F7-04  :Building Block Video
-AF-40  :marco Systemanalyse und Entwicklung GmbH
-31-9D  :Shenzhen TG-NET Botone Technology Co.,Ltd.
-D0-9F  :Cisco Systems, Inc
-14-13  :Keen High Holding(HK) Ltd.
-37-BC  :Kuipers Electronic Engineering BV
-87-ED  :ARC Wireless LLC
-35-71  :Sub10 Systems Ltd
-5C-E5  :Nokia Corporation
-6B-F1  :Sound Masking Inc.
-2C-A0  :Honeywell HomMed
-AE-61  :Alcatel Lucent
-A6-1D  :MHL, LLC
-CE-AD  :CDYNE Corporation
-A3-BA  :SAKURA Internet Inc.
-97-56  :Happyelectronics Co.,Ltd
-20-6D  :HTC Corporation
-66-E3  :Veros Systems, Inc.
-B3-38  :Kontron Design Manufacturing Services (M) Sdn. Bhd
-DE-0E  :SmartOptics AS
-29-B7  :bluesky
-6B-33  :Tenyu Tech Co. Ltd.
-B8-F1  :EAGLE KINGDOM TECHNOLOGIES LIMITED
-2E-6A  :HCT. Co., Ltd.
-25-5D  :Shenzhen Loadcom Technology Co.,Ltd
-97-FF  :TechFaith Wireless Technology Limited
-8E-76  :taskit GmbH
-D8-DE  :iota Computing, Inc.
-CD-A7  :Fujian Shenzhou Electronic Co.,Ltd
-00-FD  :LaonPeople
-35-53  :Buwon Technology
-9B-C9  :SMC Networks Inc
-02-2A  :B-Link Electronic Limited
-A6-D2  :GJsun Optical Science and Tech Co.,Ltd.
-6D-99  :Adanis Inc.
-4B-5E  :TAIYO YUDEN CO., LTD.
-0C-25  :Palo Alto Networks
-BF-17  :Digistar Telecom. SA
-AF-A1  :HES-SO
-92-0D  :Kinetic Avionics Limited
-76-00  :Actiontec Electronics, Inc
-D3-2A  :IEEE 1905.1
-E7-B5  :ÂµTech Tecnologia LTDA
-62-D7  :ALSTOM HYDRO FRANCE
-C8-D7  :CIAS Elettronica srl
-AE-0C  :Cisco Systems, Inc
-46-FA  :AmTRAN Video Corporation
-04-E0  :FERMAX ELECTRONICA S.A.U.
-01-CD  :FUNDACION TEKNIKER
-E7-A6  :iKnowledge Integration Corp.
-E7-9A  :Foxconn(NanJing) Communication Co.,Ltd.
-F5-B6  :ORIENTAL PACIFIC INTERNATIONAL LIMITED
-A5-5D  :TECHNOSOFT INTERNATIONAL SRL
-C2-82  :Cisco Systems, Inc
-9C-B5  :Alcomp, Inc
-E6-BA  :JSC Zavod im. Kozitsky
-8A-6E  :ESTUN AUTOMATION TECHNOLOY CO., LTD
-ED-1A  :vastriver Technology Co., Ltd
-5E-6B  :PowerRay Co., Ltd.
-32-D9  :M Rutty Holdings Pty. Ltd.
-A7-33  :Ruckus Wireless
-3F-C5  :COX CO., LTD
-2B-05  :8D Technologies
-A9-D4  :Minibar Systems
-61-A3  :Concern Axion JSC
-96-85  :GoPro
-A1-2B  :ShenZhen EZL Technology Co., Ltd
-31-9B  :Alphatronics BV
-FC-52  :OpenXS BV
-5B-5E  :Shenzhen Wonhe Technology Co., Ltd
-C9-9E  :Huiyang Technology Co., Ltd
-A1-BA  :Neul Ltd
-02-EF  :Comsis
-3A-9F  :Siconix Inc.
-18-B6  :Private
-02-4A  :Delphian Systems LLC
-24-8D  :Zebra Technologies Inc
-EC-99  :ASKEY COMPUTER CORP
-62-1F  :Cisco Systems, Inc
-5C-A4  :Thing-talk Wireless Communication Technologies Corporation Limited
-8A-CD  :ROGER D.Wensker, G.Wensker sp.j.
-42-46  :SOL INDUSTRY PTE., LTD
-A5-74  :Miller Electric Mfg. Co.
-26-CD  :ANDTEK
-36-DA  :Rusteletech Ltd.
-FC-70  :Intrepid Control Systems, Inc.
-AF-B6  :Linktop Technology Co., LTD
-4F-5E  :Pan Studios Co.,Ltd.
-39-56  :Observator instruments
-99-81  :FuJian Elite Power Tech CO.,LTD.
-3A-7B  :Worldplay (Canada) Inc.
-3F-15  :EasySYNC Ltd.
-B1-68  :Delta Control GmbH
-B3-99  :Enterasys
-B7-9E  :Invoxia
-74-11  :RIM
-56-ED  :3pleplay Electronics Private Limited
-38-A5  :Funkwerk plettac electronic GmbH
-CD-45  :VOISMART
-02-8F  :Adaptive Spectrum and Signal Alignment (ASSIA), Inc.
-A4-25  :SMAX Technology Co., Ltd.
-F8-DB  :Marini Impianti Industriali s.r.l.
-07-08  :Private
-C9-DE  :Genoray
-54-64  :Eyedro Green Solutions Inc.
-05-5F  :Alcatel Lucent
-55-39  :Cisco Systems, Inc
-BE-BF  :Cisco Systems, Inc
-FE-C5  :Ellips B.V.
-C8-6E  :Chaney Instrument Co.
-D8-98  :Korea CNO Tech Co., Ltd
-70-E5  :He Shan World Fair Electronics Technology Limited
-EE-2C  :Frontline Test Equipment
-22-75  :Beijing Beny Wave Technology Co Ltd
-81-99  :BASIC Co.,Ltd.
-07-26  :Shenzhen Gongjin Electronics Co., Ltd.
-47-0E  :PentronicAB
-DB-2E  :Kingspan Environmental Ltd
-4E-FD  :Actions Semiconductor Co.,Ltd.(Cayman Islands)
-BC-A6  :Beijing Ding Qing Technology, Ltd.
-C1-FC  :Nokia Corporation
-DC-FB  :Nokia Corporation
-84-70  :eSSys Co.,Ltd
-8B-FE  :COSTEL.,CO.LTD
-35-DF  :Symeo GmbH
-3D-80  :FAG Industrial Services GmbH
-F0-B4  :Napco Security Technologies
-B3-FC  :Logital Co. Limited 
-5F-CE  :Hitachi Data Systems
-82-A8  :Insigma Technology Co.,Ltd
-27-63  :SLE quality engineering GmbH & Co. KG
-4B-15  :Sun Cupid Technology (HK) LTD
-8A-CB  :SHENZHEN MAXMADE TECHNOLOGY CO., LTD.
-32-D5  :Athena Wireless Communications Inc
-F0-BA  :Linkwell Telesystems Pvt Ltd
-C6-2B  :Tri-Systems Corporation
-F9-7E  :ELESYS INC.
-73-67  :Genius Bytes Software Solutions GmbH
-2B-66  :InfoBLOCK S.A. de C.V.
-F0-C5  :Xtremio Ltd.
-27-B9  :Beijing National Railway Research & Design Institute  of Signal & Communication Co., Ltd.
-A4-1C  :Advanced Wireless Dynamics S.L.
-51-32  :Shenzhen Prayfly Technology Co.,Ltd
-3B-74  :VOGTEC(H.K.) Co., Ltd
-97-72  :Westinghouse Digital
-5D-84  :CAx soft GmbH
-A6-83  :Precidata
-67-84  :Environics Oy
-E0-CD  :Fusion-io, Inc
-AF-73  :Shenzhen Bitland Information Technology Co., Ltd.
-8E-42  :DIGALOG GmbH
-60-46  :Lantech Communications Global, Inc.
-24-B3  :FlatFrog Laboratories AB
-85-6B  :Q Electronics Ltd
-EA-99  :Vieworks
-CB-A8  :Explora Technologies Inc
-EE-CE  :Icon Time Systems
-1B-C0  :Fastec Imaging Corporation
-1F-0A  :Xslent Energy Technologies. LLC
-03-21  :BeNeXt B.V.
-B0-33  :OAO Izhevskiy radiozavod
-7E-DE  :NASTEC LTD.
-BE-71  :OptiLogix BV
-B1-2A  :Panasonic Mobile Communications Co., Ltd.
-DD-90  :Shenzhen Ogemray Technology Co., Ltd.
-7E-40  :SHENZHEN XDK COMMUNICATION EQUIPMENT CO.,LTD
-4F-29  :MA Lighting Technology GmbH
-AB-4D  :Digital Payment Technologies
-DA-23  :Estech Co.,Ltd
-F3-58  :2C - Trifonov & Co
-4C-7E  :Panasonic Electric Works Automation Controls Techno Co.,Ltd.
-D1-A3  :Sitecom Europe BV
-31-AC  :WEG
-7E-CF  :Onzo Ltd
-E3-C7  :Seohwa Telecom
-40-40  :Cisco Systems, Inc
-81-12  :Private
-7D-41  :Jinmuyu Electronics Co., Ltd.
-14-80  :NOREGON SYSTEMS, INC
-F6-73  :TERUMO CORPORATION
-8A-D5  :RF WINDOW CO., LTD.
-F0-FF  :GHT Co., Ltd.
-07-C9  :COMPUTER OFFICE Co.,Ltd.
-F4-EC  :Cisco Systems, Inc
-72-F0  :ATHENA
-80-7D  :SYSCABLE Korea Inc.
-0B-52  :Nanotron Technologies GmbH
-DE-1C  :Kingnetic Pte Ltd
-04-96  :Gigawave LTD
-C1-26  :ZPM Industria e Comercio Ltda
-1D-10  :Dream Ware Inc.
-DD-79  :Voltaire
-68-AB  :JUIN COMPANY, LIMITED
-2E-87  :LabJack
-20-8E  :Storagedata
-B3-42  :MacroSAN Technologies Co., Ltd.
-B9-C8  :CONET CO., LTD.
-74-A1  :Aligera Equipamentos Digitais Ltda
-64-E2  :ADFweb.com s.r.l.
-34-D7  :GEWISS S.P.A.
-CF-DB  :Shenzhen Jiuzhou Electric Co.,LTD
-63-54  :U-Raku, Inc.
-FE-DB  :M2M Solution S.A.S.
-5F-BE  :RIM
-5B-70  :Innovid, Co., Ltd.
-36-04  :Gyeyoung I&T
-F9-68  :ATEK Products, LLC
-D0-FD  :Cisco Systems, Inc
-64-17  :ORBIS TECNOLOGIA ELECTRICA S.A.
-FC-8C  :Zonar Systems
-ED-58  :JAG Jakob AG
-73-C4  :Sage Electronic Engineering LLC
-79-7E  :Secure Meters (UK) Limited
-05-E8  :OOO InProMedia
-D1-0A  :Katoudenkikougyousyo co ltd
-06-56  :IDY Corporation
-4B-44  :Omniprint Inc.
-15-C7  :IdaTech
-8E-D5  :TP Vision Belgium N.V. - innovation site Brugge
-E7-B3  :Sonardyne International Ltd
-34-F1  :Radicom Research, Inc.
-B0-AE  :LEONI 
-89-3C  :Thermo Fisher Scientific P.O.A.
-17-D3  :LGE 
-A1-91  :Trendsetter Medical, LLC
-BC-27  :Cisco Systems, Inc
-D2-C4  :RENA GmbH Print Systeme
-A6-70  :Nokia Corporation
-61-B2  :HANGZHOU ZENOINTEL TECHNOLOGY CO., LTD
-91-DB  :Shanghai Huaqin Telecom Technology Co.,Ltd
-D7-6E  :CONCH ELECTRONIC Co.,Ltd
-6B-98  :Minetec Wireless Technologies
-CD-45  :Beijing Boomsense Technology CO.,LTD.
-BB-80  :SHL Telemedicine International Ltd.
-83-B0  :Linked IP GmbH
-65-DD  :Primax Electronics Ltd.
-65-82  :Suzhou Hanming Technologies Co., Ltd.
-C7-AF  :Raylios Technology
-54-F5  :enLighted Inc
-8C-10  :Black Box Corp.
-A2-E7  :Lee-Dickens Ltd
-DD-8D  :Wifly-City System Inc.
-98-C1  :Beijing Risbo Network Technology Co.,Ltd
-C3-8A  :Accuenergy (CANADA) Inc
-8F-AA  :Sogecam Industrial, S.A.
-A9-5F  :Actifio Inc
-DD-E5  :SHARP Corporation
-A7-BC  :BodyMedia, Inc.
-9B-02  :Nokia Corporation
-DB-2F  :Sierra Wireless Inc
-50-55  :busware.de
-D2-E7  :Nokia Corporation
-93-83  :Embedded Automation, Inc.
-9E-6D  :Wuhan Zhongyuan Huadian Science & Technology Co.,
-F7-20  :Tianjin Deviser Electronics Instrument Co., Ltd
-23-68  :IntelliVoice Co.,Ltd.
-52-53  :Seagate Technology
-DD-4C  :Velocytech
-C8-10  :UMPI Elettronica
-58-0C  :Panaccess Systems GmbH
-AF-54  :NEXGEN Mediatech Inc.
-F9-F7  :IES GmbH & Co. KG
-0C-DA  :Miljovakt AS
-12-42  :Alpha Security Products
-50-7B  :Advanced PANMOBIL Systems GmbH & Co. KG
-B5-D6  :Omnibit Inc.
-93-F3  :VOLANS
-3E-9D  :PATECH
-60-D5  :airPointe of New Hampshire
-52-97  :nSTREAMS Technologies, Inc.
-EC-22  :Shanghai Qihui Telecom Technology Co., LTD
-D7-56  :Simm Tronic Limited 
-87-B1  :Nata-Info Ltd.
-B1-D4  :Cisco Systems, Inc
-BA-A3  :Bison Electronics Inc.
-7C-74  :Justone Technologies Co., Ltd.
-1A-79  :Huayuan Technology CO.,LTD
-E4-8E  :Vodafone UK
-51-2E  :Orion Diagnostica Oy
-F6-1A  :UTC Fire and Security
-02-A6  :Beijing Newmine Technology
-4C-75  :Cisco Systems, Inc
-4C-53  :Intune Networks
-2D-96  :Looxcie Inc.
-37-A6  :Cisco Systems, Inc
-EA-6A  :GENIX INFOCOMM CO., LTD.
-35-DA  :There Corporation Oy
-52-18  :Wuxi Keboda Electron Co.Ltd
-F2-F4  :Net One Partners Co.,Ltd.
-EF-BD  :Cisco Systems, Inc
-3B-D2  :BYD Precision Manufacture Company Ltd.
-55-95  :HENGBAO Corporation LTD.
-8B-6F  :S I Sistemas Inteligentes EletrÃ´nicos Ltda
-A9-D6  :Cyber-Rain, Inc.
-DD-EF  :Nokia Corporation
-C6-3F  :Remec Broadband Wireless , LLC
-9C-BB  :RaonThink Inc.
-E2-3F  :CLAY PAKY SPA
-E3-9D  :CAT SYSTEM CO.,LTD.
-A6-BD  :DAEYEON Control&Instrument Co,.Ltd
-12-49  :Luxcom Technologies Inc.
-3D-B2  :Degreane Horizon
